9.696186656,75.83950101,40.30441968,83.00164787,0.816904641,4.389816414,18.48005432,12.31836421,0.624766686,2.412740924,0.306723143,1.652323547,1.001159778,0.890515815,1.310691797
19.05193516,130.587822,57.30901726,111.8247755,1.028074692,6.597559324,25.36077368,18.19680437,0.978686193,3.422146642,0.514006789,2.320603966,1.632305589,1.380899638,2.063659361
9.419290566,58.91978845,46.45473582,108.239471,0.807515455,4.719565283,24.25181821,18.40799427,0.629898485,3.074539697,0.349683031,1.821331247,1.103175603,0.933808357,1.41053649
6.330516025,176.6102384,23.48721597,174.4203431,0.315378901,10.49176059,15.25214769,13.58103618,1.081588315,2.165307487,0.329735764,1.311695216,1.378260882,1.175632295,1.74884752
9.062250697,115.4936923,35.12561096,90.53746018,0.594808909,4.960315732,15.15658388,11.75087434,0.689883702,2.145085503,0.358866171,1.124595421,1.136338355,0.965545584,1.553710592
9.091887174,81.2136708,38.5943388,112.0232197,0.781755218,4.960424068,19.96119953,16.08564347,0.732220002,2.760373003,0.425370517,1.614449536,1.413969185,1.264093666,1.763666492
17.52574088,110.9948397,48.98495506,120.8432881,1.013825274,6.492177251,26.6922795,15.49150496,1.214799236,3.669761517,0.724783311,2.028706133,3.112392759,2.678908404,4.213876677
10.97943969,59.42455019,50.58277551,109.2776499,0.937477578,5.007885443,25.07487397,19.49897073,0.951605776,3.510954786,0.524473034,2.091008524,2.441850135,2.12781899,3.018390474
21.33445011,118.7203007,28.65420509,101.0520714,0.716137862,6.103511764,10.85702097,11.94848296,0.652128089,1.742235952,0.803915893,1.293564611,0.22389328,0.341895939,0.718876699
31.25359688,163.2726822,21.932845,201.7049038,0.767085854,11.88347056,14.41945327,23.83753623,1.075084304,2.751156458,0.940406021,1.482584236,0.293360883,0.403864764,0.706864264
29.66474731,130.2396491,20.62724064,185.972893,0.741599107,9.694402848,10.53883679,20.64885896,0.917488538,2.36425993,0.946464581,1.343451102,0.266922289,0.434540928,0.688728191
29.66474731,130.2396491,20.62724064,185.972893,0.741599107,9.694402848,10.53883679,20.64885896,0.917488538,2.36425993,0.946464581,1.343451102,0.266922289,0.434540928,0.688728191
12.27592995,100.2120432,18.62522408,137.2620338,0.53162255,7.693829211,8.676294132,16.18697006,0.63803452,1.730132603,0.556000643,0.989138948,0.185977493,0.202774648,0.355133826
26.46130727,37.7357597,3.345306567,9.16533183,0.189810663,0.731432529,1.278005948,1.024844886,0.081303944,0.158164221,0.087359384,0.182082155,0.106932195,0.098718036,0.140633891
19.51887491,36.9830846,3.678000327,7.800130046,0.201691109,0.702755432,1.26191137,0.717937843,0.08090174,0.151741079,0.103207142,0.195707914,0.134372156,0.123720662,0.175374197
16.07487504,28.45048288,2.928947801,6.165268148,0.141694159,0.453414905,1.658328596,0.999672502,0.070557464,0.189701914,0.215380547,0.154198537,0.131621334,0.11786385,0.1856532
37.47491476,40.69202963,5.86021191,9.773647935,0.374920557,0.986447396,2.263915866,1.492357884,0.10401663,0.321853148,0.173071296,0.30966158,0.195694546,0.188627328,0.264809715
23.16697401,30.95101701,3.328063639,7.283733022,0.168653681,0.607499127,1.644657686,0.651900624,0.074580513,0.189719776,0.125270007,0.156109195,0.143855771,0.135068668,0.18162611
26.83316191,38.29834094,3.402335292,9.313064874,0.193230946,0.745380008,1.295341355,1.038619617,0.081451442,0.159008377,0.08762435,0.183988672,0.104990864,0.097968623,0.147776284
22.79660549,33.8849116,4.526864949,8.352800008,0.220517079,0.598583209,1.373251712,1.148206526,0.074338378,0.170272812,0.11192069,0.189591871,0.140771615,0.125417008,0.185257778
23.58629037,24.98763672,3.589510888,6.750669163,0.222529295,0.544319307,1.735644323,0.762435924,0.078408264,0.232177712,0.173569977,0.220689336,0.137372081,0.129807115,0.168700527
34.01218116,41.76424031,4.563414989,11.11463008,0.267541963,0.821659332,3.076609367,1.377018186,0.09265542,0.259566639,0.249485853,0.300214393,0.183025503,0.178185858,0.256247051
23.16961205,30.96597911,3.3301296,7.271693008,0.166957193,0.600430677,1.641152786,0.651961455,0.074239656,0.190200259,0.124696686,0.154684551,0.140859587,0.127096611,0.179443682
20.55640523,43.59818076,4.514898451,9.989231703,0.208233914,0.669083917,1.612698186,0.825350114,0.084728302,0.180718004,0.152475564,0.263172051,0.136340433,0.132935079,0.195867061
20.55640523,43.59818076,4.514898451,9.989231703,0.208233914,0.669083917,1.612698186,0.825350114,0.084728302,0.180718004,0.152475564,0.263172051,0.136340433,0.132935079,0.195867061
20.6687779,28.44958234,4.650947529,6.863289962,0.177663813,0.65680441,1.289338503,1.012313762,0.068313947,0.153154248,0.209036393,0.279615384,0.133058731,0.132081919,0.184863661
38.17946261,49.61834438,6.704706197,12.50217179,0.279945832,1.26774599,3.130492626,1.557456905,0.108821677,0.354671366,0.230747684,0.373853235,0.191804907,0.191630019,0.253692859
23.33712726,31.11698369,3.418793633,6.664553116,0.177910002,0.543803545,1.800595775,0.795293204,0.077365067,0.180765355,0.135164356,0.203161133,0.14149972,0.136943593,0.192181686
